Country,Year,Sub_commodity,Export/Import,Quantity in metric tons,Trade Value in 1000 USD
Croatia,1992,titanium ores and concentrates,Import,176,124
Croatia,1993,titanium ores and concentrates,Import,121,97
Croatia,1994,titanium ores and concentrates,Import,179,95
Croatia,1995,titanium ores and concentrates,Import,118,82
Croatia,1996,titanium ores and concentrates,Import,124,123
Croatia,1997,titanium ores and concentrates,Import,256,184
Croatia,1998,titanium ores and concentrates,Import,166,102
Croatia,1999,titanium ores and concentrates,Import,190,98
Croatia,2000,titanium ores and concentrates,Import,189,91
Croatia,2001,titanium ores and concentrates,Import,190,97
Croatia,2002,titanium ores and concentrates,Import,207,99
Croatia,2003,titanium ores and concentrates,Import,218,112
Croatia,2004,titanium ores and concentrates,Import,148,100
Croatia,2005,titanium ores and concentrates,Import,148,116
Croatia,2006,titanium ores and concentrates,Import,130,99
Croatia,2007,titanium ores and concentrates,Import,148,134
Croatia,2008,titanium ores and concentrates,Import,114,93
Croatia,2009,titanium ores and concentrates,Import,115,109
Croatia,2010,titanium ores and concentrates,Import,107,104
Croatia,2011,titanium ores and concentrates,Import,102,154
Croatia,2012,titanium ores and concentrates,Import,71,192
Croatia,2013,titanium ores and concentrates,Import,106,167
Croatia,2014,titanium ores and concentrates,Import,99,102
Croatia,2015,titanium ores and concentrates,Import,110,99
Croatia,2016,titanium ores and concentrates,Import,132,103
Croatia,2017,titanium ores and concentrates,Import,191,194
Croatia,2018,titanium ores and concentrates,Import,91,98
Croatia,2019,titanium ores and concentrates,Import,113,144
Croatia,2020,titanium ores and concentrates,Import,91,121
Croatia,2021,titanium ores and concentrates,Import,112,175
Croatia,2022,titanium ores and concentrates,Import,73,152
Croatia,2023,titanium ores and concentrates,Import,96,215
Cuba,1992,titanium ores and concentrates,Export,0,0
Cuba,1993,titanium ores and concentrates,Export,0,0
Cuba,1994,titanium ores and concentrates,Export,0,0
Cuba,1995,titanium ores and concentrates,Export,0,0
Cuba,1996,titanium ores and concentrates,Export,0,0
Cuba,1997,titanium ores and concentrates,Export,0,0
Cuba,1998,titanium ores and concentrates,Export,0,0
Cuba,1999,titanium ores and concentrates,Export,0,0
Cuba,2000,titanium ores and concentrates,Export,0,0
Cuba,2001,titanium ores and concentrates,Export,0,0
Cuba,2002,titanium ores and concentrates,Export,0,0
Cuba,2003,titanium ores and concentrates,Export,0,0
Cuba,2004,titanium ores and concentrates,Export,0,0
Cuba,2005,titanium ores and concentrates,Export,0,0
Cuba,2006,titanium ores and concentrates,Export,0,0
Cuba,2007,titanium ores and concentrates,Export,0,0
Cuba,2008,titanium ores and concentrates,Export,0,0
Cuba,2009,titanium ores and concentrates,Export,0,0
Cuba,2010,titanium ores and concentrates,Export,0,0
Cuba,2011,titanium ores and concentrates,Export,0,0
Cuba,2012,titanium ores and concentrates,Export,0,0
Cuba,2013,titanium ores and concentrates,Export,0,0
Cuba,2014,titanium ores and concentrates,Export,0,0
Cuba,2015,titanium ores and concentrates,Export,0,0
Cuba,2016,titanium ores and concentrates,Export,0,0
Cuba,2017,titanium ores and concentrates,Export,0,0
Cuba,2018,titanium ores and concentrates,Export,0,0
Cuba,2019,titanium ores and concentrates,Export,0,0
Cuba,2020,titanium ores and concentrates,Export,0,0
Cuba,2021,titanium ores and concentrates,Export,0,0
Cuba,2022,titanium ores and concentrates,Export,0,0
Cuba,2023,titanium ores and concentrates,Export,0,0
Cuba,1992,titanium ores and concentrates,Import,0,0
Cuba,1993,titanium ores and concentrates,Import,0,0
Cuba,1994,titanium ores and concentrates,Import,0,0
Cuba,1995,titanium ores and concentrates,Import,0,0
Cuba,1996,titanium ores and concentrates,Import,0,0
Cuba,1997,titanium ores and concentrates,Import,0,0
Cuba,1998,titanium ores and concentrates,Import,0,0
Cuba,1999,titanium ores and concentrates,Import,86,87
Cuba,2000,titanium ores and concentrates,Import,43,29
Cuba,2001,titanium ores and concentrates,Import,84,89
Cuba,2002,titanium ores and concentrates,Import,106,71
Cuba,2003,titanium ores and concentrates,Import,189,190
Cuba,2004,titanium ores and concentrates,Import,63,94
Cuba,2005,titanium ores and concentrates,Import,105,166
Cuba,2006,titanium ores and concentrates,Import,21,27
Cuba,2007,titanium ores and concentrates,Import,0,0
Cuba,2008,titanium ores and concentrates,Import,0,0
Cuba,2009,titanium ores and concentrates,Import,0,0
Cuba,2010,titanium ores and concentrates,Import,0,0
Cuba,2011,titanium ores and concentrates,Import,0,0
Cuba,2012,titanium ores and concentrates,Import,0,0
Cuba,2013,titanium ores and concentrates,Import,0,0
Cuba,2014,titanium ores and concentrates,Import,0,0
Cuba,2015,titanium ores and concentrates,Import,0,0
Cuba,2016,titanium ores and concentrates,Import,0,0
Cuba,2017,titanium ores and concentrates,Import,0,0
Cuba,2018,titanium ores and concentrates,Import,0,0
Cuba,2019,titanium ores and concentrates,Import,0,0
Cuba,2020,titanium ores and concentrates,Import,0,0
Cuba,2021,titanium ores and concentrates,Import,0,0
Cuba,2022,titanium ores and concentrates,Import,0,0
Cuba,2023,titanium ores and concentrates,Import,0,0
Cyprus,1992,titanium ores and concentrates,Export,0,0
Cyprus,1993,titanium ores and concentrates,Export,0,0
Cyprus,1994,titanium ores and concentrates,Export,0,0
Cyprus,1995,titanium ores and concentrates,Export,0,0
Cyprus,1996,titanium ores and concentrates,Export,0,0
Cyprus,1997,titanium ores and concentrates,Export,0,0
Cyprus,1998,titanium ores and concentrates,Export,0,0
Cyprus,1999,titanium ores and concentrates,Export,0,0
Cyprus,2000,titanium ores and concentrates,Export,0,0
Cyprus,2001,titanium ores and concentrates,Export,0,0
Cyprus,2002,titanium ores and concentrates,Export,0,0
Cyprus,2003,titanium ores and concentrates,Export,0,0
Cyprus,2004,titanium ores and concentrates,Export,0,0
Cyprus,2005,titanium ores and concentrates,Export,0,0
Cyprus,2006,titanium ores and concentrates,Export,0,0
Cyprus,2007,titanium ores and concentrates,Export,0,0
Cyprus,2008,titanium ores and concentrates,Export,0,0
Cyprus,2009,titanium ores and concentrates,Export,0,0
Cyprus,2010,titanium ores and concentrates,Export,0,0
Cyprus,2011,titanium ores and concentrates,Export,0,0
Cyprus,2012,titanium ores and concentrates,Export,0,0
Cyprus,2013,titanium ores and concentrates,Export,0,0
Cyprus,2014,titanium ores and concentrates,Export,0,0
Cyprus,2015,titanium ores and concentrates,Export,0,0
Cyprus,2016,titanium ores and concentrates,Export,0,0
Cyprus,2017,titanium ores and concentrates,Export,0,0
Cyprus,2018,titanium ores and concentrates,Export,0,0
Cyprus,2019,titanium ores and concentrates,Export,0,0
Cyprus,2020,titanium ores and concentrates,Export,0,0
Cyprus,2021,titanium ores and concentrates,Export,0,0
Cyprus,2022,titanium ores and concentrates,Export,0,0
Cyprus,2023,titanium ores and concentrates,Export,0,0
Cyprus,1992,titanium ores and concentrates,Import,21,15
Cyprus,1993,titanium ores and concentrates,Import,0,0
Cyprus,1994,titanium ores and concentrates,Import,79,44
Cyprus,1995,titanium ores and concentrates,Import,80,49
Cyprus,1996,titanium ores and concentrates,Import,80,80
Cyprus,1997,titanium ores and concentrates,Import,79,61
Cyprus,1998,titanium ores and concentrates,Import,70,28
Cyprus,1999,titanium ores and concentrates,Import,40,22
Cyprus,2000,titanium ores and concentrates,Import,37,20
Cyprus,2001,titanium ores and concentrates,Import,24,14
Cyprus,2002,titanium ores and concentrates,Import,46,25
Cyprus,2003,titanium ores and concentrates,Import,64,18
Cyprus,2004,titanium ores and concentrates,Import,49,37
Cyprus,2005,titanium ores and concentrates,Import,24,15
Cyprus,2006,titanium ores and concentrates,Import,24,17
Cyprus,2007,titanium ores and concentrates,Import,25,24
Cyprus,2008,titanium ores and concentrates,Import,49,52
Cyprus,2009,titanium ores and concentrates,Import,0,0
Cyprus,2010,titanium ores and concentrates,Import,53,53
Cyprus,2011,titanium ores and concentrates,Import,4,8
Cyprus,2012,titanium ores and concentrates,Import,1,1
Cyprus,2013,titanium ores and concentrates,Import,20,28
Cyprus,2014,titanium ores and concentrates,Import,20,22
Cyprus,2015,titanium ores and concentrates,Import,0,0
Cyprus,2016,titanium ores and concentrates,Import,20,21
Cyprus,2017,titanium ores and concentrates,Import,N/A,16
Cyprus,2018,titanium ores and concentrates,Import,8,11
Cyprus,2019,titanium ores and concentrates,Import,19,28
Cyprus,2020,titanium ores and concentrates,Import,3,6
Cyprus,2021,titanium ores and concentrates,Import,18,34
Cyprus,2022,titanium ores and concentrates,Import,0,0
Cyprus,2023,titanium ores and concentrates,Import,0,0
Czech Republic,1992,titanium ores and concentrates,Export,0,0
Czech Republic,1993,titanium ores and concentrates,Export,0,0
Czech Republic,1994,titanium ores and concentrates,Export,0,0
Czech Republic,1995,titanium ores and concentrates,Export,0,0
Czech Republic,1996,titanium ores and concentrates,Export,2,1
Czech Republic,1997,titanium ores and concentrates,Export,9,7
Czech Republic,1998,titanium ores and concentrates,Export,0,5
Czech Republic,1999,titanium ores and concentrates,Export,32,13
Czech Republic,2000,titanium ores and concentrates,Export,14,7
Czech Republic,2001,titanium ores and concentrates,Export,0,14
Czech Republic,2002,titanium ores and concentrates,Export,106,72
Czech Republic,2003,titanium ores and concentrates,Export,177,128
Czech Republic,2004,titanium ores and concentrates,Export,873,494
Czech Republic,2005,titanium ores and concentrates,Export,340,268
Czech Republic,2006,titanium ores and concentrates,Export,0,393
Czech Republic,2007,titanium ores and concentrates,Export,745,595
Czech Republic,2008,titanium ores and concentrates,Export,641,606
Czech Republic,2009,titanium ores and concentrates,Export,452,482
Czech Republic,2010,titanium ores and concentrates,Export,2378,701
Czech Republic,2011,titanium ores and concentrates,Export,504,657
Czech Republic,2012,titanium ores and concentrates,Export,684,1930
Czech Republic,2013,titanium ores and concentrates,Export,758,1879
Czech Republic,2014,titanium ores and concentrates,Export,813,1048
Czech Republic,2015,titanium ores and concentrates,Export,867,816
Czech Republic,2016,titanium ores and concentrates,Export,777,735
Czech Republic,2017,titanium ores and concentrates,Export,796,785
Czech Republic,2018,titanium ores and concentrates,Export,861,948
Czech Republic,2019,titanium ores and concentrates,Export,780,940
Czech Republic,2020,titanium ores and concentrates,Export,605,831
Czech Republic,2021,titanium ores and concentrates,Export,624,965
Czech Republic,2022,titanium ores and concentrates,Export,821,1496
Czech Republic,2023,titanium ores and concentrates,Export,455,1201
Czech Republic,1992,titanium ores and concentrates,Import,0,0
Czech Republic,1993,titanium ores and concentrates,Import,61763,4598
Czech Republic,1994,titanium ores and concentrates,Import,65923,5043
Czech Republic,1995,titanium ores and concentrates,Import,77829,6810
Czech Republic,1996,titanium ores and concentrates,Import,56155,5874
Czech Republic,1997,titanium ores and concentrates,Import,55949,4953
Czech Republic,1998,titanium ores and concentrates,Import,61093,5881
Czech Republic,1999,titanium ores and concentrates,Import,67855,6623
Czech Republic,2000,titanium ores and concentrates,Import,75503,7088
Czech Republic,2001,titanium ores and concentrates,Import,78515,7486
Czech Republic,2002,titanium ores and concentrates,Import,60976,5640
Czech Republic,2003,titanium ores and concentrates,Import,74709,6237
Czech Republic,2004,titanium ores and concentrates,Import,53570,5677
Czech Republic,2005,titanium ores and concentrates,Import,80407,17542
Czech Republic,2006,titanium ores and concentrates,Import,149924,20498
Czech Republic,2007,titanium ores and concentrates,Import,179322,25462
Czech Republic,2008,titanium ores and concentrates,Import,195808,37345
Czech Republic,2009,titanium ores and concentrates,Import,140394,25145
Czech Republic,2010,titanium ores and concentrates,Import,155485,26344
Czech Republic,2011,titanium ores and concentrates,Import,146778,32099
Czech Republic,2012,titanium ores and concentrates,Import,98071,39698
Czech Republic,2013,titanium ores and concentrates,Import,100317,33112
Czech Republic,2014,titanium ores and concentrates,Import,107926,29130
Czech Republic,2015,titanium ores and concentrates,Import,113764,25329
Czech Republic,2016,titanium ores and concentrates,Import,107032,20372
Czech Republic,2017,titanium ores and concentrates,Import,132791,27769
Czech Republic,2018,titanium ores and concentrates,Import,107444,28095
Czech Republic,2019,titanium ores and concentrates,Import,138646,36785
Czech Republic,2020,titanium ores and concentrates,Import,121707,32335
Czech Republic,2021,titanium ores and concentrates,Import,97132,27782
Czech Republic,2022,titanium ores and concentrates,Import,167638,75848
Czech Republic,2023,titanium ores and concentrates,Import,96637,37656
Denmark,1992,titanium ores and concentrates,Export,0,0
Denmark,1993,titanium ores and concentrates,Export,10,14
Denmark,1994,titanium ores and concentrates,Export,0,0
Denmark,1995,titanium ores and concentrates,Export,0,0
Denmark,1996,titanium ores and concentrates,Export,0,0
Denmark,1997,titanium ores and concentrates,Export,0,0
Denmark,1998,titanium ores and concentrates,Export,0,0
Denmark,1999,titanium ores and concentrates,Export,0,0
Denmark,2000,titanium ores and concentrates,Export,2,4
Denmark,2001,titanium ores and concentrates,Export,0,0
Denmark,2002,titanium ores and concentrates,Export,0,0
Denmark,2003,titanium ores and concentrates,Export,0,0
Denmark,2004,titanium ores and concentrates,Export,0,0
Denmark,2005,titanium ores and concentrates,Export,0,0
Denmark,2006,titanium ores and concentrates,Export,0,0
Denmark,2007,titanium ores and concentrates,Export,0,0
Denmark,2008,titanium ores and concentrates,Export,0,0
Denmark,2009,titanium ores and concentrates,Export,0,18
Denmark,2010,titanium ores and concentrates,Export,0,0
Denmark,2011,titanium ores and concentrates,Export,0,0
Denmark,2012,titanium ores and concentrates,Export,0,0
Denmark,2013,titanium ores and concentrates,Export,0,0
Denmark,2014,titanium ores and concentrates,Export,0,0
Denmark,2015,titanium ores and concentrates,Export,0,0
Denmark,2016,titanium ores and concentrates,Export,0,0
Denmark,2017,titanium ores and concentrates,Export,2,14
Denmark,2018,titanium ores and concentrates,Export,0,0
Denmark,2019,titanium ores and concentrates,Export,0,0
Denmark,2020,titanium ores and concentrates,Export,0,0
Denmark,2021,titanium ores and concentrates,Export,0,0
Denmark,2022,titanium ores and concentrates,Export,0,0
Denmark,2023,titanium ores and concentrates,Export,5,7
Denmark,1992,titanium ores and concentrates,Import,142,302
Denmark,1993,titanium ores and concentrates,Import,12,24
Denmark,1994,titanium ores and concentrates,Import,0,0
Denmark,1995,titanium ores and concentrates,Import,0,0
Denmark,1996,titanium ores and concentrates,Import,0,0
Denmark,1997,titanium ores and concentrates,Import,2,7
Denmark,1998,titanium ores and concentrates,Import,26,15
Denmark,1999,titanium ores and concentrates,Import,46,14
Denmark,2000,titanium ores and concentrates,Import,16,26
Denmark,2001,titanium ores and concentrates,Import,0,0
Denmark,2002,titanium ores and concentrates,Import,1,1
Denmark,2003,titanium ores and concentrates,Import,0,0
Denmark,2004,titanium ores and concentrates,Import,24,0
Denmark,2005,titanium ores and concentrates,Import,0,0
Denmark,2006,titanium ores and concentrates,Import,2,0
Denmark,2007,titanium ores and concentrates,Import,1,0
Denmark,2008,titanium ores and concentrates,Import,2,0
Denmark,2009,titanium ores and concentrates,Import,0,0
Denmark,2010,titanium ores and concentrates,Import,0,11
Denmark,2011,titanium ores and concentrates,Import,0,0
Denmark,2012,titanium ores and concentrates,Import,1,0
Denmark,2013,titanium ores and concentrates,Import,0,0
Denmark,2014,titanium ores and concentrates,Import,0,0
Denmark,2015,titanium ores and concentrates,Import,0,0
Denmark,2016,titanium ores and concentrates,Import,0,0
Denmark,2017,titanium ores and concentrates,Import,72,57
Denmark,2018,titanium ores and concentrates,Import,2,0
Denmark,2019,titanium ores and concentrates,Import,20,48
Denmark,2020,titanium ores and concentrates,Import,3,0
Denmark,2021,titanium ores and concentrates,Import,0,0
Denmark,2022,titanium ores and concentrates,Import,0,1
Denmark,2023,titanium ores and concentrates,Import,1,9
Dominican Republic,1992,titanium ores and concentrates,Export,0,0
Dominican Republic,1993,titanium ores and concentrates,Export,0,0
Dominican Republic,1994,titanium ores and concentrates,Export,0,0
Dominican Republic,1995,titanium ores and concentrates,Export,0,0
Dominican Republic,1996,titanium ores and concentrates,Export,0,0
Dominican Republic,1997,titanium ores and concentrates,Export,0,0
Dominican Republic,1998,titanium ores and concentrates,Export,0,0
Dominican Republic,1999,titanium ores and concentrates,Export,0,0
Dominican Republic,2000,titanium ores and concentrates,Export,0,0
Dominican Republic,2001,titanium ores and concentrates,Export,0,0
Dominican Republic,2002,titanium ores and concentrates,Export,0,0
Dominican Republic,2003,titanium ores and concentrates,Export,0,0
Dominican Republic,2004,titanium ores and concentrates,Export,0,0
Dominican Republic,2005,titanium ores and concentrates,Export,0,0
Dominican Republic,2006,titanium ores and concentrates,Export,0,0
Dominican Republic,2007,titanium ores and concentrates,Export,0,0
Dominican Republic,2008,titanium ores and concentrates,Export,0,0
Dominican Republic,2009,titanium ores and concentrates,Export,0,0
Dominican Republic,2010,titanium ores and concentrates,Export,0,0
Dominican Republic,2011,titanium ores and concentrates,Export,0,0
Dominican Republic,2012,titanium ores and concentrates,Export,0,0
Dominican Republic,2013,titanium ores and concentrates,Export,0,0
Dominican Republic,2014,titanium ores and concentrates,Export,0,0
Dominican Republic,2015,titanium ores and concentrates,Export,0,0
Dominican Republic,2016,titanium ores and concentrates,Export,0,0
Dominican Republic,2017,titanium ores and concentrates,Export,0,0
Dominican Republic,2018,titanium ores and concentrates,Export,0,0
Dominican Republic,2019,titanium ores and concentrates,Export,0,0
Dominican Republic,2020,titanium ores and concentrates,Export,0,0
Dominican Republic,2021,titanium ores and concentrates,Export,0,0
Dominican Republic,2022,titanium ores and concentrates,Export,2700,18
Dominican Republic,2023,titanium ores and concentrates,Export,0,0
Dominican Republic,1992,titanium ores and concentrates,Import,0,0
Dominican Republic,1993,titanium ores and concentrates,Import,0,0
Dominican Republic,1994,titanium ores and concentrates,Import,0,0
Dominican Republic,1995,titanium ores and concentrates,Import,0,0
Dominican Republic,1996,titanium ores and concentrates,Import,0,0
Dominican Republic,1997,titanium ores and concentrates,Import,0,0
Dominican Republic,1998,titanium ores and concentrates,Import,0,0
Dominican Republic,1999,titanium ores and concentrates,Import,0,0
Dominican Republic,2000,titanium ores and concentrates,Import,0,0
Dominican Republic,2001,titanium ores and concentrates,Import,0,0
Dominican Republic,2002,titanium ores and concentrates,Import,0,0
Dominican Republic,2003,titanium ores and concentrates,Import,0,0
Dominican Republic,2004,titanium ores and concentrates,Import,0,0
Dominican Republic,2005,titanium ores and concentrates,Import,26,9
Dominican Republic,2006,titanium ores and concentrates,Import,85,78
Dominican Republic,2007,titanium ores and concentrates,Import,76,135
Dominican Republic,2008,titanium ores and concentrates,Import,N/A,177
Dominican Republic,2009,titanium ores and concentrates,Import,43,39
Dominican Republic,2010,titanium ores and concentrates,Import,N/A,22
Dominican Republic,2011,titanium ores and concentrates,Import,N/A,377
Dominican Republic,2012,titanium ores and concentrates,Import,112,238
Dominican Republic,2013,titanium ores and concentrates,Import,109,230
Dominican Republic,2014,titanium ores and concentrates,Import,120,134
Dominican Republic,2015,titanium ores and concentrates,Import,120,117
Dominican Republic,2016,titanium ores and concentrates,Import,192,176
Dominican Republic,2017,titanium ores and concentrates,Import,144,135
Dominican Republic,2018,titanium ores and concentrates,Import,96,118
Dominican Republic,2019,titanium ores and concentrates,Import,120,168
Dominican Republic,2020,titanium ores and concentrates,Import,71,105
Dominican Republic,2021,titanium ores and concentrates,Import,94,203
Dominican Republic,2022,titanium ores and concentrates,Import,0,0
Dominican Republic,2023,titanium ores and concentrates,Import,0,0
Ecuador,1992,titanium ores and concentrates,Export,0,0
Ecuador,1993,titanium ores and concentrates,Export,0,0
Ecuador,1994,titanium ores and concentrates,Export,0,0
Ecuador,1995,titanium ores and concentrates,Export,0,0
Ecuador,1996,titanium ores and concentrates,Export,0,0
Ecuador,1997,titanium ores and concentrates,Export,0,0
Ecuador,1998,titanium ores and concentrates,Export,0,0
Ecuador,1999,titanium ores and concentrates,Export,0,0
Ecuador,2000,titanium ores and concentrates,Export,0,0
Ecuador,2001,titanium ores and concentrates,Export,0,0
Ecuador,2002,titanium ores and concentrates,Export,0,0
Ecuador,2003,titanium ores and concentrates,Export,0,0
Ecuador,2004,titanium ores and concentrates,Export,0,0
Ecuador,2005,titanium ores and concentrates,Export,0,0
Ecuador,2006,titanium ores and concentrates,Export,0,0
Ecuador,2007,titanium ores and concentrates,Export,0,0
Ecuador,2008,titanium ores and concentrates,Export,0,0
Ecuador,2009,titanium ores and concentrates,Export,0,0
Ecuador,2010,titanium ores and concentrates,Export,0,0
Ecuador,2011,titanium ores and concentrates,Export,1,405
Ecuador,2012,titanium ores and concentrates,Export,0,0
Ecuador,2013,titanium ores and concentrates,Export,245,6
Ecuador,2014,titanium ores and concentrates,Export,0,0
Ecuador,2015,titanium ores and concentrates,Export,0,0
Ecuador,2016,titanium ores and concentrates,Export,0,0
Ecuador,2017,titanium ores and concentrates,Export,0,0
Ecuador,2018,titanium ores and concentrates,Export,0,0
Ecuador,2019,titanium ores and concentrates,Export,32,2
Ecuador,2020,titanium ores and concentrates,Export,25,4
Ecuador,2021,titanium ores and concentrates,Export,0,0
Ecuador,2022,titanium ores and concentrates,Export,0,0
Ecuador,2023,titanium ores and concentrates,Export,0,0
Ecuador,1992,titanium ores and concentrates,Import,0,0
Ecuador,1993,titanium ores and concentrates,Import,0,0
Ecuador,1994,titanium ores and concentrates,Import,0.089,0.17
Ecuador,1995,titanium ores and concentrates,Import,0,0
Ecuador,1996,titanium ores and concentrates,Import,0.001,0.07
Ecuador,1997,titanium ores and concentrates,Import,0,0
Ecuador,1998,titanium ores and concentrates,Import,0,0
Ecuador,1999,titanium ores and concentrates,Import,0,0
Ecuador,2000,titanium ores and concentrates,Import,42.1,27.02
Ecuador,2001,titanium ores and concentrates,Import,13.64,15.6
Ecuador,2002,titanium ores and concentrates,Import,29.69,34.69
Ecuador,2003,titanium ores and concentrates,Import,22.647,13.95
Ecuador,2004,titanium ores and concentrates,Import,24.731,21.75
Ecuador,2005,titanium ores and concentrates,Import,24.71,24.95
Ecuador,2006,titanium ores and concentrates,Import,10,10.41
Ecuador,2007,titanium ores and concentrates,Import,19.217,22.83
Ecuador,2008,titanium ores and concentrates,Import,27.1,28.79
Ecuador,2009,titanium ores and concentrates,Import,0.02,3.06
Ecuador,2010,titanium ores and concentrates,Import,0.033,4.75
Ecuador,2011,titanium ores and concentrates,Import,24.004,45.31
Ecuador,2012,titanium ores and concentrates,Import,12.016,39.03
Ecuador,2013,titanium ores and concentrates,Import,20.115,38.44
Ecuador,2014,titanium ores and concentrates,Import,10.233,17.6
Ecuador,2015,titanium ores and concentrates,Import,12.512,14.06
Ecuador,2016,titanium ores and concentrates,Import,15.851,18.59
Ecuador,2017,titanium ores and concentrates,Import,N/A,35.02
Ecuador,2018,titanium ores and concentrates,Import,N/A,40.65
Ecuador,2019,titanium ores and concentrates,Import,N/A,188.14
Ecuador,2020,titanium ores and concentrates,Import,N/A,59.38
Ecuador,2021,titanium ores and concentrates,Import,47.235,79.5
Ecuador,2022,titanium ores and concentrates,Import,N/A,173.84
Ecuador,2023,titanium ores and concentrates,Import,N/A,192.16
Egypt,1992,titanium ores and concentrates,Export,0,0
Egypt,1993,titanium ores and concentrates,Export,0,0
Egypt,1994,titanium ores and concentrates,Export,0,0
Egypt,1995,titanium ores and concentrates,Export,0,0
Egypt,1996,titanium ores and concentrates,Export,0,0
Egypt,1997,titanium ores and concentrates,Export,0,0
Egypt,1998,titanium ores and concentrates,Export,0,0
Egypt,1999,titanium ores and concentrates,Export,0,0
Egypt,2000,titanium ores and concentrates,Export,0,0
Egypt,2001,titanium ores and concentrates,Export,0,0
Egypt,2002,titanium ores and concentrates,Export,0,0
Egypt,2003,titanium ores and concentrates,Export,0,0
Egypt,2004,titanium ores and concentrates,Export,0,0
Egypt,2005,titanium ores and concentrates,Export,0,0
Egypt,2006,titanium ores and concentrates,Export,0,0
Egypt,2007,titanium ores and concentrates,Export,12,5
Egypt,2008,titanium ores and concentrates,Export,0,0
Egypt,2009,titanium ores and concentrates,Export,0,0
Egypt,2010,titanium ores and concentrates,Export,0,0
Egypt,2011,titanium ores and concentrates,Export,65,109
Egypt,2012,titanium ores and concentrates,Export,155,108
Egypt,2013,titanium ores and concentrates,Export,340,47
Egypt,2014,titanium ores and concentrates,Export,0,0
Egypt,2015,titanium ores and concentrates,Export,0,0
Egypt,2016,titanium ores and concentrates,Export,0,0
Egypt,2017,titanium ores and concentrates,Export,0,0
Egypt,2018,titanium ores and concentrates,Export,3262,2582
Egypt,2019,titanium ores and concentrates,Export,2444,2245
Egypt,2020,titanium ores and concentrates,Export,N/A,5332
Egypt,2021,titanium ores and concentrates,Export,N/A,5025
Egypt,2022,titanium ores and concentrates,Export,5452,8314
Egypt,2023,titanium ores and concentrates,Export,N/A,26464
Egypt,1992,titanium ores and concentrates,Import,0,0
Egypt,1993,titanium ores and concentrates,Import,0,0
Egypt,1994,titanium ores and concentrates,Import,637,470
Egypt,1995,titanium ores and concentrates,Import,1180,784
Egypt,1996,titanium ores and concentrates,Import,1423,1044
Egypt,1997,titanium ores and concentrates,Import,1346,617
Egypt,1998,titanium ores and concentrates,Import,1324,909
Egypt,1999,titanium ores and concentrates,Import,1775,808
Egypt,2000,titanium ores and concentrates,Import,N/A,790
Egypt,2001,titanium ores and concentrates,Import,N/A,678
Egypt,2002,titanium ores and concentrates,Import,N/A,816
Egypt,2003,titanium ores and concentrates,Import,1523,623
Egypt,2004,titanium ores and concentrates,Import,N/A,684
Egypt,2005,titanium ores and concentrates,Import,1872,1184
Egypt,2006,titanium ores and concentrates,Import,N/A,796
Egypt,2007,titanium ores and concentrates,Import,N/A,1121
Egypt,2008,titanium ores and concentrates,Import,N/A,1464
Egypt,2009,titanium ores and concentrates,Import,N/A,516
Egypt,2010,titanium ores and concentrates,Import,775,1026
Egypt,2011,titanium ores and concentrates,Import,1446,1579
Egypt,2012,titanium ores and concentrates,Import,2180,2284
Egypt,2013,titanium ores and concentrates,Import,1260,1788
Egypt,2014,titanium ores and concentrates,Import,1075,1191
Egypt,2015,titanium ores and concentrates,Import,N/A,838
Egypt,2016,titanium ores and concentrates,Import,N/A,682
Egypt,2017,titanium ores and concentrates,Import,1880,1398
Egypt,2018,titanium ores and concentrates,Import,N/A,2588
Egypt,2019,titanium ores and concentrates,Import,2086,2430
Egypt,2020,titanium ores and concentrates,Import,N/A,1031
Egypt,2021,titanium ores and concentrates,Import,3232,3784
Egypt,2022,titanium ores and concentrates,Import,2688,3927
Egypt,2023,titanium ores and concentrates,Import,2090,3176
Estonia,1992,titanium ores and concentrates,Export,0,0
Estonia,1993,titanium ores and concentrates,Export,0,0
Estonia,1994,titanium ores and concentrates,Export,0,0
Estonia,1995,titanium ores and concentrates,Export,9,6
Estonia,1996,titanium ores and concentrates,Export,0,0
Estonia,1997,titanium ores and concentrates,Export,0,0
Estonia,1998,titanium ores and concentrates,Export,0,0
Estonia,1999,titanium ores and concentrates,Export,2,1
Estonia,2000,titanium ores and concentrates,Export,0,0
Estonia,2001,titanium ores and concentrates,Export,0,0
Estonia,2002,titanium ores and concentrates,Export,0,0
Estonia,2003,titanium ores and concentrates,Export,0,0
Estonia,2004,titanium ores and concentrates,Export,0,0
Estonia,2005,titanium ores and concentrates,Export,0,0
Estonia,2006,titanium ores and concentrates,Export,0,0
Estonia,2007,titanium ores and concentrates,Export,0,0
Estonia,2008,titanium ores and concentrates,Export,0,0
Estonia,2009,titanium ores and concentrates,Export,0,0
Estonia,2010,titanium ores and concentrates,Export,0,0
Estonia,2011,titanium ores and concentrates,Export,0,0
Estonia,2012,titanium ores and concentrates,Export,1,1
Estonia,2013,titanium ores and concentrates,Export,0,0
Estonia,2014,titanium ores and concentrates,Export,0,0
Estonia,2015,titanium ores and concentrates,Export,0,1
Estonia,2016,titanium ores and concentrates,Export,0,0
Estonia,2017,titanium ores and concentrates,Export,0,0
Estonia,2018,titanium ores and concentrates,Export,0,0
Estonia,2019,titanium ores and concentrates,Export,0,0
Estonia,2020,titanium ores and concentrates,Export,0,0
